lng,lat,pi,dst,sid,stn,dsts,types
-103.05,54.9,63,pollen surface sample,2433,Stations 49-55 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-103.05,53.75,63,pollen surface sample,2437,Stations 70-76 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-80.77616,34.16759,106,pollen,2839,White Pond,"pollen,
 pollen surface sample",2
-1.858056,47.186111,1301,pollen,2996,Basse-Ville,pollen,1
5.129167,49.743889,1030,pollen,3007,Bois des Amerois,pollen,1
37.383333,39.866667,733,pollen,3041,Büyük Gölü,pollen,1
15.361111,49.758333,1106,pollen,3052,Chranboz,pollen,1
-5.966667,57.2,14,pollen,3057,Loch Cill Chriosd,pollen,1
-1.1,60.391667,121,pollen,3078,Dallican Water,pollen,1
12.166667,62.55,1127,pollen,3105,Fjällnas,pollen,1
29.6,37.133333,733,pollen,3132,Gölhisar Gölü,pollen,1
31.233333,58.3,1261,pollen,3158,Ilmen Lake,pollen,1
-9.416667,53.033333,106,pollen,3213,Lough Goller,pollen,1
-4.583333,56.086389,1256,pollen,3242,Loch Lomond Ross Dubh,pollen,1
6.125833,49.847222,1030,pollen,3258,Beaufort Birkenbach,pollen,1
6.436667,49.830278,1030,pollen,3259,Berdorf Aesbaach,pollen,1
6.108333,49.780556,1030,pollen,3262,Pettange sur Alzette,pollen,1
-5.983333,54.35,1095,pollen,3308,Slieve Naslat,pollen,1
1.645833,45.849722,1079,pollen,3361,Moulin de Prugnolas,pollen,1
-4.595833,57.154167,1196,pollen,3459,Loch Tarff,pollen,1
45.466667,37.583333,733,pollen,3484,Lake Urmia,pollen,1
20.980833,52.230278,1133,pollen,3508,Warsaw Kasprzak Street,pollen,1
-60.43343,46.729315,314,diatom,11803,Cradle Lake,diatom,1
-63.671075,44.642595,314,diatom,11864,Bayers,diatom,1
-63.498014999999995,44.688975,314,diatom,11866,Cranberry Lake,diatom,1
-63.56771,44.814175,314,diatom,11875,Soldier Lake,diatom,1
-63.623864999999995,44.63841,314,diatom,11881,Chocolate Lake,diatom,1
-63.652275,44.781075,314,diatom surface sample,11906,Second Lake,"diatom surface sample,
 diatom",2
-106.6,32.1833333333333,663,vertebrate fauna,11922,Bishop's Cap,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-104.92747,66.68928,1524,diatom surface sample,11929,TK-6,"water chemistry,
 diatom surface sample",2
-107.8246667,64.1565,1524,diatom surface sample,11946,TK-18,"water chemistry,
 diatom surface sample",2
-113.0036667,63.25516667,1524,diatom surface sample,11962,TK-28,"diatom surface sample,
 water chemistry",2
-104.366666666667,29.7833333333333,663,plant macrofossil,11967,Shafter,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-114.1188333,62.54533333,1524,diatom surface sample,12976,TK-37,"diatom surface sample,
 water chemistry",2
-112.4186667,63.5935,1524,diatom surface sample,12991,TK-52,"water chemistry,
 diatom surface sample",2
-113.7065,63.336985,1524,water chemistry,12996,TK-57,"diatom surface sample,
 water chemistry",2
-113.6366667,62.50316667,1524,water chemistry,12998,TK-59,"water chemistry,
 diatom surface sample",2
-74.6285,40.871,6452,water chemistry,13031,Chesler Lake,"diatom surface sample,
 water chemistry",2
-75.00716,39.708735000000004,6452,water chemistry,13034,Crystal Spring Lake,"water chemistry,
 diatom surface sample",2
-107.8166667,64.15,1524,loss-on-ignition,11948,TK-20,"diatom,
 water chemistry,
 loss-on-ignition,
 geochronologic,
 diatom surface sample",5
-140.365444,67.37236200000001,840,geochronologic,10308,Bluefish Basin,"geochronologic,
 insect",2
-63.461325,65.44118,4277,diatom surface sample,13062,B94-13,"water chemistry,
 diatom surface sample",2
-68.06056000000001,65.63985500000001,4277,diatom surface sample,13065,B94-18,"diatom surface sample,
 water chemistry",2
-66.08,66.14,4277,water chemistry,13068,B94-22,"water chemistry,
 diatom surface sample",2
-74.34109000000001,40.244910000000004,6452,diatom surface sample,13075,Millhurst Pond,"diatom surface sample,
 water chemistry",2
-71.33,42.43,3715,diatom surface sample,1697,Walden Pond,diatom surface sample,1
-91.22617500000001,46.273165000000006,9066,diatom surface sample,13924,Lake Owen,diatom surface sample,1
-78.4666666666667,45.1166666666667,314,diatom,13932,Basshaunt Lake,"diatom,
 water chemistry",2
-78.4833333333333,45.1333333333333,314,diatom,13946,Eagle Lake,"diatom,
 water chemistry",2
-78.4166666666667,45.2166666666667,314,diatom,13953,Haliburton Lake,"water chemistry,
 diatom",2
-91.396024,42.856463,10,geochronologic,4055,Elkader,geochronologic,1
-73.36203,3.302435,422,geochronologic,13971,Laguna Loma Linda,"geochronologic,
 pollen",2
-67.873205,-14.48093,6947,charcoal,13976,Lake Santa Rosa,"charcoal,
 geochronologic,
 pollen",3
-105.916666666667,32.8833333333333,411,plant macrofossil,13984,Big Boy Canyon,plant macrofossil,1
-78.633955,45.212270000000004,314,diatom,14007,Kennisis Lake,"diatom,
 water chemistry",2
-78.79403500000001,45.090770000000006,314,diatom,14008,Kushog Lake,"water chemistry,
 diatom",2
-79.4451,45.07446,314,diatom,14015,Leonard Lake,"water chemistry,
 diatom",2
-78.82216,45.179689999999994,314,water chemistry,14022,Plastic Lake,"diatom,
 water chemistry",2
-79.08985,45.380095,314,diatom,14035,Walker Lake,"diatom,
 water chemistry",2
-84.2054,53.27892,28,geochronologic,14051,Lake AT01,"loss-on-ignition,
 diatom,
 geochronologic,
 water chemistry,
 paleomagnetic,
 pollen",6
-70.325672,47.071878,8,insect,14132,St. Eugene,"geochronologic,
 insect",2
-88.0721388888889,21.5794444444444,6378,geochronologic,14149,Ría Lagartos-2,"pollen,
 geochronologic",2
-109.25616,31.32215,9364,pollen,14163,Cienega de San Bernadino,"pollen,
 geochronologic",2
-93.839935,49.694,608,water chemistry,14166,ELA 101 (Enache et al 2011),"diatom,
 water chemistry",2
-93.93023,49.681565,608,diatom,14176,ELA 150 (Enache et al 2011),"diatom,
 water chemistry",2
-93.78655,49.757735,608,water chemistry,14191,ELA 627 (Enache et al 2011),"water chemistry,
 diatom",2
-110.57797,45.00076,210,geochronologic,14205,Crevice Lake,geochronologic,1
-117.066685,37.539005,6455,water chemistry,14253,Stonewall Spring,"ostracode surface sample,
 water chemistry",2
-78.465125,45.151775,314,water chemistry,14018,Moose Lake,"diatom,
 water chemistry",2
-72.79082,6.17896,9135,geochronologic,14028,Ciénaga del Visitador,"pollen,
 geochronologic",2
-78.82758999999999,45.154799999999994,314,diatom,14034,St. Nora Lake,"diatom,
 water chemistry",2
-78.47504,45.131405,314,diatom,14037,Glen Lake,diatom,1
-88.141335,42.82279,1448,ostracode surface sample,14066,Wind Lake,"water chemistry,
 ostracode surface sample",2
-122.1531,47.363815,644,water chemistry,14068,Lake Meridian,"ostracode surface sample,
 water chemistry",2
-104.65,32.2666666666667,663,vertebrate fauna,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-77.11505,2.01125,9106,pollen,14075,El Patía-2,"pollen,
 geochronologic",2
-80.648315,47.38183,314,diatom,14111,Little Whitepine Lake,"diatom,
 water chemistry",2
-80.82247000000001,46.678005,314,diatom,14114,Blue Lake,"water chemistry,
 diatom",2
-80.941325,46.803925,314,diatom,14115,Cache Lake,"water chemistry,
 diatom",2
-81.384145,46.710145,314,water chemistry,14119,Seal Lake,"diatom,
 water chemistry",2
-81.404955,46.054115,314,diatom,14137,O.S.A. Lake,"diatom,
 water chemistry",2
-121.878095,46.955200000000005,3715,diatom,14207,Eunice Lake,diatom,1
-117.309845,45.17828,3542,loss-on-ignition,14244,Mirror Lake,"loss-on-ignition,
 water chemistry,
 diatom",3
-120.21995,42.615700000000004,644,water chemistry,8560,Lake Abert,"ostracode surface sample,
 water chemistry",2
-62.716667,54.9,60,pollen surface sample,1056,HFL59,pollen surface sample,1
-63.2,55.133333,60,pollen surface sample,1062,HFL65,pollen surface sample,1
-63.383333,55.4,60,pollen surface sample,1063,HFL66,pollen surface sample,1
-81.47,35.72,32,pollen surface sample,1096,Site 15 (Delcourt 1978),pollen surface sample,1
-79.5,43.65,69,pollen,1104,Humber Pond 7,pollen,1
-107.033333,38.865,237,pollen,1118,Keystone Ironbog,pollen,1
-57.58,49.38,742,pollen surface sample,1169,Site 33 (Railton 1973),pollen surface sample,1
-132.27,68.93,86,pollen surface sample,1176,"Site 3 (Ritchie, J.C. 1974)",pollen surface sample,1
-87.25,49.65,69,pollen surface sample,1236,Site 16 (McAndrews unpublished),pollen surface sample,1
-111.116667,48.916667,69,pollen surface sample,1266,JHMN18 (McAndrews and Wright 1969),pollen surface sample,1
-80.368889,26.325,704,pollen surface sample,1337,Site 17 (Jensen 1998),pollen surface sample,1
-70.23,44.2,40,pollen surface sample,1460,Little Wilson Pond,pollen surface sample,1
-69.83,44.62,40,pollen surface sample,1467,North Pond (US:Maine),pollen surface sample,1
-70.08,44.72,40,pollen surface sample,1472,Clearwater Pond,pollen surface sample,1
27.25,57.666667,754,loss-on-ignition,1484,Kirikumae,"pollen,
 loss-on-ignition",2
-75.25,58.583333,40,pollen,1557,Lake LR1,pollen,1
-135.514167,65.942222,86,pollen,1571,Lateral Pond,pollen,1
-75.666667,40.483333,106,pollen,1610,Longswamp,pollen,1
171.183333,64.1,306,pollen,1633,"Ledovyi Obryv Exposure, Northern Section",pollen,1
-94.408,46.341585,50,pollen,1772,Ondris Pond,pollen,1
-109.92,43.459167,746,pollen,1794,Park Pond 3,"loss-on-ignition,
 pollen",2
-64.68,56.67,69,pollen,1802,Lac Patricia,pollen,1
-77.716667,55.283333,40,pollen surface sample,1807,PB02,pollen surface sample,1
-71.433333,47,85,pollen surface sample,1855,Lac Durand,pollen surface sample,1
-72.905,-40.9525,266,pollen,1894,Canal de la Puntilla,"loss-on-ignition,
 pollen",2
-70.133333,41.25,131,pollen surface sample,1921,Mioxes Pond,pollen surface sample,1
-152.6,67.25,20,pollen,1977,Redstone Lake,pollen,1
-95.77364,47.190745,69,pollen,1978,Reichow Pond,pollen,1
-89.353333,40.875,185,pollen,1992,Richland Creek,pollen,1
-105.516667,54.283333,74,pollen surface sample,2013,Mile 38 Lac la Ronge Highway,pollen surface sample,1
-91.55,51.116667,74,pollen surface sample,2035,Bamaji Lake,pollen surface sample,1
-83.07,52.73,74,pollen surface sample,2040,Site 4 (Mott unpublished),pollen surface sample,1
-119.43,47.15,21,pollen surface sample,2084,Stand 17 (Mack and Bryant 1974],pollen surface sample,1
-117.95,47.28,21,pollen surface sample,2100,Stand 33 (Mack and Bryant 1974],pollen surface sample,1
-117.7,46.93,21,pollen surface sample,2104,Stand 37 (Mack and Bryant 1974],pollen surface sample,1
-133.72,68.22,86,pollen surface sample,1185,"Site 28 (Ritchie, J.C. 1974)",pollen surface sample,1
-134.45,69.38,86,pollen surface sample,1188,"Site 45 (Ritchie, J.C. 1974)",pollen surface sample,1
-134.05,69.53,86,pollen surface sample,1190,"Site 49 (Ritchie, J.C. 1974)",pollen surface sample,1
-93.7,42.26,11,pollen,1220,Jewell Site,pollen,1
-106.733333,44.333333,69,pollen surface sample,1303,JHMS18 (McAndrews and Wright 1969),pollen surface sample,1
-102,45.033333,69,pollen surface sample,1313,JHMS28 (McAndrews and Wright 1969),pollen surface sample,1
-99,60.83,119,pollen surface sample,1370,Nueltin Lake Site 8,pollen surface sample,1
15.966667,49.733333,752,pollen,1399,Kamenicky,pollen,1
14.533333,57.633333,50,pollen,1401,Kansjon,pollen,1
-87.848056,44.238056,67,pollen,1411,Kellners Lake,pollen,1
-68.72,46.13,40,pollen surface sample,1421,Hay Lake (US:Maine),pollen surface sample,1
-66.95,46.42,40,pollen surface sample,1441,Napadogan Lake,pollen surface sample,1
-69.57,44.53,40,pollen surface sample,1468,Pattee Pond,pollen surface sample,1
-69.9,44.9,40,pollen surface sample,1469,Fahi Pond,pollen surface sample,1
-93.05,45.33,48,pollen surface sample,1493,Site 6 (Heide unpublished),pollen surface sample,1
147.75,63.283333,306,pollen,1504,Berelyekh River,pollen,1
-71.516667,-41.058333,148,pollen,1538,Lago Moreno,pollen,1
-71.15,-16.4,515,pollen,1539,Laguna Salinas,pollen,1
-91.480833,30.961667,141,pollen,1574,Little Bayou Sara Site 4J,pollen,1
-83.258333,30.725,106,pollen,1617,Lake Louise,pollen,1
-131.764345,52.94643,149,pollen,1618,Louise Pond,pollen,1
-75.5,-11.716667,46,pollen,1620,Laguna Paca,pollen,1
-107.683611,37.745833,67,pollen,1705,Molas Lake,pollen,1
-82,36.17,729,pollen surface sample,1754,Site 2 (Beetham 1958),pollen surface sample,1
-89.323889,48.422222,69,pollen,1770,Oliver Pond,"loss-on-ignition,
 pollen",2
-93.68,46.068333,69,pollen,1771,Lake Onamia,pollen,1
-109.940833,43.45,746,loss-on-ignition,1793,Park Pond 2,"pollen,
 loss-on-ignition",2
-70.916667,47.633333,85,pollen surface sample,1853,Ruisseau Jardin Site 2,pollen surface sample,1
-69.352778,47.843889,61,pollen,1893,Lac Pluvieux,pollen,1
-70.016667,41.283333,131,pollen surface sample,1931,Raylene's Bog,pollen surface sample,1
-109.193889,42.728889,237,pollen,1956,Rapid Lake,pollen,1
-76.11,57.725,40,pollen surface sample,1963,RB04B,pollen surface sample,1
-81.02,44.73,9,pollen surface sample,1972,Lake Charles,pollen surface sample,1
-108.366667,53.6,74,pollen surface sample,2000,Midnight Lake Area (2),pollen surface sample,1
-106,53.933333,74,pollen surface sample,2008,Mile 0 Lac la Ronge Highway,pollen surface sample,1
-122,42.5,8627,diatom surface sample,13400,Agency Lake,"water chemistry,
 diatom surface sample",2
-121.83043,46.02175,8627,water chemistry,13408,No Name,"diatom surface sample,
 water chemistry",2
-121.71667,46.77833,8627,water chemistry,13422,Unnamed Lake2,"water chemistry,
 diatom surface sample",2
-121.72833,46.77667,8627,diatom surface sample,13432,Unnamed Lake6,"water chemistry,
 diatom surface sample",2
-67.79148,-21.643684999999998,7384,diatom surface sample,13474,Pastos Grandes,"water chemistry,
 diatom surface sample",2
-67.79148,-21.643684999999998,7384,water chemistry,13474,Pastos Grandes,"water chemistry,
 diatom surface sample",2
-123.68312,41.26396,6316,geochronologic,13488,Fish Lake,geochronologic,1
-84.45,80.83,40,water chemistry,13492,E509,"diatom surface sample,
 water chemistry",2
-83.97,80.58,40,water chemistry,13493,Lake E507,water chemistry,1
-83.52,79.72,40,diatom surface sample,13502,Lake HW07,"diatom surface sample,
 water chemistry",2
-75.72429500000001,44.251585,684,water chemistry,13538,Moon Lake Wetlands,"ostracode surface sample,
 water chemistry",2
-73.36792,42.203855000000004,684,water chemistry,13554,Lake Mansfield [Mansfield Pond],"ostracode surface sample,
 water chemistry",2
-162.499825,65.89533,840,insect,13556,Kugruk River 1224,insect,1
-123.541235,41.486104999999995,8872,pollen,13575,Ogaromtoc Lake,"geochronologic,
 pollen,
 charcoal,
 loss-on-ignition",4
-79.16232,38.39513,684,water chemistry,13597,Hearthstone Lake,"ostracode surface sample,
 water chemistry",2
-78.837225,38.381445,684,ostracode surface sample,13600,Lake Shenandoah,"water chemistry,
 ostracode surface sample",2
-85.37324000000001,41.77848,684,water chemistry,13607,Lee Lake,"ostracode surface sample,
 water chemistry",2
-91.90884,43.174589999999995,684,water chemistry,13608,Meyer Lake,"ostracode surface sample,
 water chemistry",2
-158.356644,67.925097,132,geochronologic,13611,Noatak River 26,"geochronologic,
 insect",2
-95.07,69.9,40,geochronologic,13572,Lake JR01,"water chemistry,
 diatom surface sample,
 geochronologic,
 diatom",4
-83.706635,39.995715000000004,684,ostracode surface sample,13621,Prairie Road Fen,"water chemistry,
 ostracode surface sample",2
-119.519665,48.882554999999996,6413,water chemistry,13634,Wannacut Lake,"water chemistry,
 ostracode surface sample",2
-122.035725,47.374595,6413,water chemistry,13654,Wilderness Lake,"water chemistry,
 ostracode surface sample",2
-7.062495,43.451544999999996,6607,geochronologic,9836,Pedrido,"geochronologic,
 pollen",2
-94.473645,43.60715,6403,geochronologic,9869,Amber Lake,"pollen,
 geochronologic",2
-74.836425,44.16728,684,ostracode surface sample,9925,Cranberry Lake,"ostracode surface sample,
 water chemistry",2
-75.026915,41.872704999999996,684,ostracode surface sample,9932,Crystal Lake,"water chemistry,
 ostracode surface sample",2
-67.883333,46.283333,6329,plant macrofossil,491,Conroy Lake,"geochronologic,
 plant macrofossil,
 pollen",3
-96.09544,44.36164,644,water chemistry,9940,Dead Coon Lake,"ostracode surface sample,
 water chemistry",2
-94.861496,29.253478,1448,water chemistry,9963,"Ditch, Galveston Island","ostracode surface sample,
 water chemistry",2
-74.70632499999999,41.789205,684,water chemistry,9964,Dixie Lake,"ostracode surface sample,
 water chemistry",2
-86.037795,46.542635000000004,141,plant macrofossil,9738,Tower Lake,"pollen,
 geochronologic,
 plant macrofossil",3
-95.80385,45.8668,644,water chemistry,9987,Elk Lake,"ostracode surface sample,
 water chemistry",2
-97.22993,49.032650000000004,6868,geochronologic,10017,Lake Louise,geochronologic,1
166.99164000000002,-22.28719,571,pollen surface sample,10027,Lac Suprin,"geochemistry,
 charcoal,
 pollen surface sample,
 geochronologic,
 pollen",5
-88.3169877777778,47.129415,6390,plant macrofossil,10034,Mud Lake,"pollen,
 plant macrofossil,
 geochronologic",3
-107.61537,37.902105,688,geochronologic,10061,Lake Emma,"insect,
 plant macrofossil,
 geochronologic",3
-88.783057,41.424966,11,insect,10065,Wedron,"geochronologic,
 insect",2
-64.261944,44.26744,342,insect,10093,Hirtles,"geochronologic,
 insect",2
-150.745125,67.12406,6922,geochronologic,10094,Last Chance Lake,"geochronologic,
 pollen",2
-79.089805,35.173545000000004,6383,geochronologic,10103,Fort Bragg (core PAW2),"geochronologic,
 pollen",2
-82.6375,42.0880555555556,69,geochronologic,10125,Glacial Lake Arkona-Bondi Site,"vertebrate fauna,
 geochronologic",2
-89.48004,-0.895295,677,pollen,10131,Laguna El Junco,pollen,1
-95.68015,44.6173,46,pollen,7532,Cottonwood Lake,pollen,1
-67.29673,-54.870655,148,geochronologic,10136,Harberton,"pollen,
 charcoal,
 geochronologic",3
-72.18289999999999,42.5375,7056,pollen,10172,Black Gum Swamp,"pollen,
 geochronologic",2
-130.095975,57.59498,7061,pollen,10183,Skinny Lake,"plant macrofossil,
 pollen,
 geochronologic",3
-121.573,41.015,7,pollen,10204,Flycatcher Basin,"pollen,
 geochronologic",2
-63.24945,67.18237500000001,7041,geochronologic,10206,Fog Lake,"geochronologic,
 pollen",2
