lng,lat,pi,dst,sid,stn,dsts,types
-95.43333999999999,43.927775,123,water chemistry,11632,Oaks Lake,"diatom surface sample,
 water chemistry",2
-91.55336,47.824445,123,diatom surface sample,11641,Bald Eagle Lake,"diatom surface sample,
 water chemistry",2
-91.74494,47.949920000000006,123,diatom surface sample,11644,Fall Lake,"water chemistry,
 diatom surface sample",2
-93.32307499999999,44.98102666666665,123,diatom surface sample,11667,Wirth Lake,"diatom surface sample,
 water chemistry",2
-91.876255,47.972139999999996,123,diatom surface sample,11697,High Lake,"water chemistry,
 diatom surface sample",2
-92.8,45.1666666666667,123,water chemistry,11731,Clear Lake,"water chemistry,
 diatom surface sample",2
-93.12436500000001,45.033640000000005,123,diatom surface sample,11733,Lake Owasso,"diatom surface sample,
 water chemistry",2
-93.11608,45.045225,123,water chemistry,11734,Lake Wabasso,"water chemistry,
 diatom surface sample",2
-93.078745,45.632525,123,water chemistry,11740,Goose Lake,"water chemistry,
 diatom surface sample",2
-105.05531500000001,55.33119,7426,pollen,11747,Lake A,"pollen,
 geochronologic",2
-105.385195,55.047974999999994,7426,pollen,11749,Marl Pond,"geochronologic,
 pollen",2
-95.80385,45.8668,34,geochronologic,9987,Elk Lake,geochronologic,1
-98.701195,47.860095,684,water chemistry,9749,Shin Bone Lake,"water chemistry,
 ostracode surface sample",2
-99.23122000000001,48.02619,684,ostracode surface sample,9715,Round Lake,"water chemistry,
 ostracode surface sample",2
-102.42193499999999,42.18931,644,ostracode surface sample,11770,Marsh Lake,"water chemistry,
 ostracode surface sample",2
-95.52282,45.540549999999996,684,ostracode surface sample,11793,Signalness Lake,"water chemistry,
 ostracode surface sample",2
-95.88089,46.387205,684,water chemistry,11794,West Lost Lake,"ostracode surface sample,
 water chemistry",2
-87.787485,80.26452,40,water chemistry,13495,HW05,"diatom surface sample,
 water chemistry",2
-90.36,74.98,40,diatom surface sample,13521,Lake DV01,"diatom surface sample,
 water chemistry",2
-107.34582499999999,39.765005,1425,plant macrofossil,13628,Bison Lake,"plant macrofossil,
 geochronologic,
 pollen",3
-71.95695,42.56725,1550,pollen,13629,Quag Pond,pollen,1
-72.01640499999999,42.55585,134,geochronologic,13633,Snake Pond,"geochronologic,
 pollen",2
-119.071935,47.297444999999996,6413,ostracode surface sample,13639,Little Black Rock Lake,"ostracode surface sample,
 water chemistry",2
-118.06200000000001,47.264425,6413,ostracode surface sample,13647,Sprague Lake,"water chemistry,
 ostracode surface sample",2
-107.732222222222,35.9888888888889,411,vertebrate fauna,13669,Chacra Mesa,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-107.94375,36.0520833333333,411,vertebrate fauna,13672,"Casa Chiquita,  San Juan Co., NM","geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-0.011111111110999161,36.0561111111111,411,geochronologic,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-0.011111111110999161,36.0561111111111,411,vertebrate fauna,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-112.283333333333,32.4,663,vertebrate fauna,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-92.44810000000001,31.325470000000003,644,water chemistry,13722,Pierson Lake,"ostracode surface sample,
 water chemistry",2
-95.207645,42.62654,1448,ostracode surface sample,13767,Storm Lake,"water chemistry,
 ostracode surface sample",2
-91.13674,29.887515,1448,ostracode surface sample,13719,Lake Verret,"ostracode surface sample,
 water chemistry",2
-88.92452,37.3581,1448,ostracode surface sample,13794,Heron Pond,"ostracode surface sample,
 water chemistry",2
-115.479535,36.174080000000004,644,water chemistry,13805,Whiterock Spring,"water chemistry,
 ostracode surface sample",2
-115.738715,40.043895000000006,644,water chemistry,13808,Williams Spring,"water chemistry,
 ostracode surface sample",2
-103.3,37.12,644,water chemistry,13829,Tom Heart Spring,"water chemistry,
 ostracode surface sample",2
174.019285,52.7511,6557,geochronologic,13831,ATU-00061,geochronologic,1
177.54081,52.013535000000005,9027,vertebrate fauna,13872,KIS-00042,vertebrate fauna,1
-84.7561,54.5343,314,diatom,13884,North Raft Lake,"water chemistry,
 diatom",2
-61.649249999999995,66.62245999999999,219,geochronologic,9999,Dye Lower Water Lake (Dyer Lake),"pollen,
 geochronologic",2
-106.145833333333,31.8888888888889,663,plant macrofossil,10040,Picture Cave,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-85.50131999999999,36.03015,141,plant macrofossil,203,Anderson Pond,"pollen,
 plant macrofossil,
 geochronologic",3
-80.230766,43.556571,54,insect,10095,Guelph Site,"geochronologic,
 insect",2
-80.52014,43.445926,8,geochronologic,10098,Gage Street Site,"insect,
 geochronologic",2
-154.24498499999999,67.07084,6922,geochronologic,10100,Ruppert Lake,"geochronologic,
 pollen",2
-71.87613999999999,-52.03714,148,charcoal,10161,Rio Rubens Bog,"pollen,
 charcoal,
 geochronologic,
 plant macrofossil",4
-84.95949999999999,46.251000000000005,39,pollen,10165,Lone Pine Bog,pollen,1
-130.055465,56.24278,149,plant macrofossil,10171,Berendon Fen,"geochronologic,
 plant macrofossil,
 pollen",3
-74.75772,41.93542,49,pollen,10189,Maple Lake,pollen,1
-137.2285,61.564,4587,geochronologic,10209,Long Last Lake,"plant macrofossil,
 geochronologic,
 pollen",3
-106.6,32.1833333333333,663,plant macrofossil,4834,Shelter Cave,"geochronologic,
 plant macrofossil",2
-100.23365000000001,40.39205,7093,vertebrate fauna,10221,Allen site [25FT50],vertebrate fauna,1
-91.939,46.089,6380,pollen,10226,Adventure Lake,pollen,1
-75.53,31.735,137,pollen,10231,Ocean Drilling Program Site 1059 MIS 5 (Core 5),pollen,1
-106.6,32.1833333333333,235,plant macrofossil,4834,Shelter Cave,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-83.6175,51.435,46,geochronologic,10286,Albany River Bog,"geochronologic,
 pollen",2
133.95054,34.55226,3407,geochronologic,10293,Hachihama,"geochronologic,
 pollen",2
-95.16323,32.554915,6942,pollen,10306,Big Sandy Creek,"pollen,
 geochronologic",2
136.13079,35.653925,3405,pollen,10310,Ikenokochi Moor,"geochronologic,
 energy dispersive X-ray spectroscopy (EDS/EDX),
 pollen",3
134.566666666667,35.4083333333333,3407,pollen,10324,Ohnuma Moor,"geochronologic,
 pollen,
 loss-on-ignition",3
140.20766500000002,37.729695,6478,pollen,10344,Yachidaira Moor,pollen,1
-78.933889,42.561111,166,geochronologic,2863,Winter Gulf Site,"geochronologic,
 insect",2
-94.401775,42.111014999999995,1448,water chemistry,10367,Goose Lake,"ostracode surface sample,
 water chemistry",2
-70.66125,45.8805,840,insect,10403,Moulin River,insect,1
-119.08363,37.77544,644,ostracode surface sample,10418,Gull Lake,"ostracode surface sample,
 water chemistry",2
-75.8134722222222,57.71916666666665,1195,plant macrofossil,10439,Larix laricina Site 4,"plant macrofossil,
 pollen,
 geochronologic",3
-95.2339,47.19285,3017,pollen,10457,Itasca Bison Kill Site,"plant macrofossil,
 pollen,
 geochronologic",3
-96.510988,45.282566,11,geochronologic,10458,Loraff Farm Site,"geochronologic,
 insect",2
-120.26505,40.572,252,geochronologic,10465,Secret Valley Marsh,"geochronologic,
 pollen",2
-176.56186,51.918885,2228,vertebrate fauna,10466,Zeto Point [ADK-00011] [Kuluk Bay North],"macroinvertebrate,
 vertebrate fauna,
 geochronologic",3
-71.666667,44.166667,95,pollen surface sample,757,Eagle Lake Bog,"pollen,
 pollen surface sample",2
-46.766667,-19,426,pollen,2248,Lagoa Campestre de Salitre,pollen,1
-150.366667,67.066667,92,pollen surface sample,2332,HR 034,pollen surface sample,1
-149.833333,67.916667,92,pollen surface sample,2346,HR 054 [Timberline Climate Station],pollen surface sample,1
-148.016667,69.05,92,pollen surface sample,2373,HR 088,pollen surface sample,1
-105.67,55.75,63,pollen surface sample,2430,Stations 40-43 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-92.010535,48.098755,99,loss-on-ignition,1815,Third Lake,"loss-on-ignition,
 pollen surface sample,
 pollen",3
-88.55,45,108,pollen surface sample,2743,Menominee Site 24 (Webb unpublished),pollen surface sample,1
-88.82,45.03,108,pollen surface sample,2747,Menominee Site 28 (Webb unpublished),pollen surface sample,1
25.216667,61.883333,1288,pollen,2966,Aholami,pollen,1
5.595,49.606667,1030,pollen,3002,Ethe source du Cron,pollen,1
28.8,54.95,1318,pollen,3027,Lake Bobriza,pollen,1
-0.6,50.933333,1307,loss-on-ignition,3035,Brede Bridge,"loss-on-ignition,
 pollen",2
21.283333,50.783333,1268,pollen,3075,Czajkow,pollen,1
-2,47.240278000000004,1001,pollen,3094,Ennerie,pollen,1
18.65,53.533333,1178,pollen,3108,Fletnowo,pollen,1
-1,48.5,1029,pollen,3111,Malhaire,pollen,1
36.3,35.683333,733,pollen,3123,Ghab,pollen,1
35.322222,33.2,733,pollen,3155,Huleh,pollen,1
14.591667,50.602778,1106,pollen,3175,Jestrebske Blato,pollen,1
13.5,50.5,1266,pollen,3201,Komořanské jezero-See,pollen,1
39,61,787,pollen,3222,Landruchie Mire,pollen,1
-3.5,48.5,712,pollen,3230,Le Cloitre Saint Thégonnec,pollen,1
23.533333,54.533333,1114,pollen,3232,Leikishke Bog,pollen,1
-0.683333,39.1,1022,pollen,3309,Navarrés,pollen,1
23.956667,51.696667,1318,pollen,3328,Oltush Lake,pollen,1
20.783333,50.783333,1268,pollen,3422,Slopiec,pollen,1
27.116667,44.083333,1140,pollen,3439,Lake Srebarna,pollen,1
-4.833611,58.073889,1196,pollen,3443,Strath Oykell,pollen,1
-4.595833,57.154167,1196,pollen,3459,Loch Tarff,pollen,1
36.066667,41.566667,733,pollen,3461,Tatli Gölü,pollen,1
57.883333,56.316667,1187,pollen,3485,Ust'Mashevskoe,pollen,1
17.202778,48.977778,1266,pollen,3502,Vracov,pollen,1
-2.316667,52.333333,1307,pollen,3507,Willingham Mere,pollen,1
46.116667,35.533333,733,pollen,3521,Lake Zeribar,pollen,1
-113.384055,62.9016,1524,water chemistry,11960,TK-26,"water chemistry,
 diatom surface sample",2
-112.29626,63.61775,1524,water chemistry,11965,TK-31,"diatom surface sample,
 water chemistry",2
-112.795145,63.12688,1524,water chemistry,12973,TK-34,"diatom surface sample,
 water chemistry",2
-112.05,63.42027778,313,diatom surface sample,13004,RP-63,"water chemistry,
 diatom surface sample",2
-109.1002778,65.12027778,313,diatom surface sample,13008,RP-67,"diatom surface sample,
 water chemistry",2
-69.8,63.62,4277,water chemistry,13088,B94-59,"diatom surface sample,
 water chemistry",2
-72.01877,43.43254,3715,diatom surface sample,13112,Little Sunapee Lake,diatom surface sample,1
-68.54,63.78,4277,water chemistry,13117,B94-73,"water chemistry,
 diatom surface sample",2
-72.010705,42.151934999999995,3715,diatom surface sample,13140,North Sibley Pond ,diatom surface sample,1
-75.43,70.04,4277,diatom surface sample,13151,B95-38,"water chemistry,
 diatom surface sample",2
-74.53874,41.093925,6452,water chemistry,13192,Tamarack Lake ,"water chemistry,
 diatom surface sample",2
-81.503395,27.586129999999997,44,geochronologic,2570,Lake Tulane,"pollen,
 loss-on-ignition,
 plant macrofossil,
 geochronologic",4
-74.296883,41.012105,6452,diatom surface sample,13217,Lower Twin Lake ,"diatom surface sample,
 water chemistry",2
-74.35343,41.18466,6452,water chemistry,13255,West Pond,"diatom surface sample,
 water chemistry",2
-74.24203,41.001670000000004,6452,diatom surface sample,13271,Hoppers Lake ,diatom surface sample,1
-121.599185,46.94157,8641,diatom surface sample,13284,Hidden Lake MORA,"diatom surface sample,
 water chemistry",2
-121.697565,46.75727,8641,diatom,13283,Snow Lake,"diatom,
 diatom surface sample,
 water chemistry",3
-76.4975,39.82194,3230,diatom,13285,Muddy Creek,diatom,1
-88.39116999999999,42.860545,684,ostracode surface sample,13297,Roxy Pond [Mukwonago Pond],"ostracode surface sample,
 water chemistry",2
-75.13590500000001,45.777015000000006,8696,geochronologic,13304,Lac Noir,"geochronologic,
 pollen",2
-75.53268499999999,39.954755,4146,diatom surface sample,13327,Penn Woods,"water chemistry,
 diatom surface sample",2
-141.912973,64.069029,840,insect,13331,Lost Chicken Site,insect,1
14.452855,52.14453,8710,pollen,13332,Grosser Treppelsee,"pollen,
 geochronologic",2
-140.020509,68.212408,840,geochronologic,13345,Old Crow CRH 44,"geochronologic,
 insect",2
7,60.716667,8804,pollen,13390,Trettetjørn,"plant macrofossil,
 pollen,
 charcoal,
 loss-on-ignition,
 geochronologic",5
-88.141335,42.82279,1448,water chemistry,14066,Wind Lake,"water chemistry,
 ostracode surface sample",2
-135.93081999999998,58.462775,34,diatom,14074,Lester 2 (Fritz et al. 2004),"diatom,
 geochronologic,
 water chemistry",3
-91.500597,42.990381,11,insect,14076,Roberts Creek,insect,1
-81.28899,46.067715,314,diatom,14092,Terry Lake,"diatom,
 water chemistry",2
-80.632355,47.385395,314,water chemistry,14108,Whitepine Lake,"water chemistry,
 diatom",2
-81.41315499999999,46.04488,314,diatom,14139,Teardrop Lake,"water chemistry,
 diatom",2
-93.85011,49.68973,608,water chemistry,14156,Veronica Lake [ELA 256 (Enache et al 2011)],"water chemistry,
 diatom",2
-93.82744500000001,49.703914999999995,608,diatom,14161,ELA 631 (Enache et al 2011),diatom,1
-93.822345,49.621745000000004,608,water chemistry,14164,Wasp Lake [ELA 164 (Enache et al 2011)],"water chemistry,
 diatom",2
-93.62847,49.699394999999996,608,water chemistry,14185,ELA 383 (Enache et al 2011),"water chemistry,
 diatom",2
-121.188445,48.495665,8639,water chemistry,14208,Hidden Lake (NOCA),water chemistry,1
-137.060393,67.096482,378,insect,14220,Eagle River 2,"insect,
 geochronologic",2
-105.417045,36.595315,4176,water chemistry,14238,Middle Fork Lake,"water chemistry,
 diatom",2
-163.181475,65.64992000000001,128,pollen,14246,Imuruk Lake Intermediate Terrace,pollen,1
-79.009955,45.40469,314,diatom,14009,Little Clear,"water chemistry,
 diatom",2
-79.097015,45.05215,314,diatom,14014,Leech Lake,"diatom,
 water chemistry",2
-123.302695,48.782945,9213,geochronologic,14039,Roe Lake,"plant macrofossil,
 geochronologic",2
-84.2054,53.27892,28,diatom,14051,Lake AT01,"loss-on-ignition,
 diatom,
 geochronologic,
 water chemistry,
 paleomagnetic,
 pollen",6
-77.6875,2.44645,9106,geochronologic,14057,Laguna El Caimito,geochronologic,1
-72.337485,6.375867,9135,pollen,14059,Valle de Lagunillas V,"geochronologic,
 pollen",2
-104.65,32.2666666666667,663,vertebrate fauna,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-120.06134499999999,34.27818,6672,geochronologic,14071,ODP Hole 893A,geochronologic,1
-81.09564499999999,46.491820000000004,314,water chemistry,14103,Clarabelle Lake,"diatom,
 water chemistry",2
-73.141742,45.529791,8,insect,14133,St. Hilaire,"geochronologic,
 insect",2
-93.79921,49.81002,608,water chemistry,14159,Windermere Lake [ELA 435 (Enache et al 2011)],"diatom,
 water chemistry",2
-93.839935,49.694,608,diatom,14166,ELA 101 (Enache et al 2011),"diatom,
 water chemistry",2
-93.81138,49.624195,608,water chemistry,14178,Wasp Lake [ELA 165 (Enache et al 2011)],"diatom,
 water chemistry",2
-119.55803,40.02211,1870,ostracode surface sample,14251,Pyramid Lake,"ostracode surface sample,
 water chemistry",2
-107.8895833333335,36.03750000166665,663,vertebrate fauna,13668,Gallo Wash,vertebrate fauna,1
-107.94375,36.0520833333333,411,plant macrofossil,13672,"Casa Chiquita,  San Juan Co., NM","geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-107.1,33.2944444444444,663,plant macrofossil,13677,Fra Cristobal,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-106.7125,34.9333333333333,663,vertebrate fauna,13678,Isleta,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-112.283333333333,32.4,663,geochronologic,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-112.283333333333,32.4,663,plant macrofossil,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-112.283333333333,32.4,663,vertebrate fauna,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-112.283333333333,32.4,663,plant macrofossil,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-145.405555,66.068205,8991,geochronologic,13690,Screaming Lynx Lake,"geochronologic,
 pollen",2
-105.975,31.7125,663,plant macrofossil,13693,"Hueco Mountains, TX","plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-91.13674,29.887515,644,ostracode surface sample,13719,Lake Verret,"water chemistry,
 ostracode surface sample",2
-93.50234,44.454274999999996,4715,water chemistry,13732,Phelps Lake,water chemistry,1
-119.337875,38.163005,644,water chemistry,13740,Upper Twin Lake,water chemistry,1
-88.765365,37.147850000000005,1448,water chemistry,13791,Lake Metropolis,"ostracode surface sample,
 water chemistry",2
-124.142505,46.967304999999996,644,water chemistry,13811,Ocean Point Marsh [Duck  Lake],"ostracode surface sample,
 water chemistry",2
-115.40873,40.25275499999999,644,water chemistry,13818,Scirpus Swamp,"water chemistry,
 ostracode surface sample",2
-115.623305,40.05659,644,ostracode surface sample,13821,Cherry Spring,"ostracode surface sample,
 water chemistry",2
-102.80127999999999,37.020880000000005,644,water chemistry,13827,Spring PL3 SE,"water chemistry,
 ostracode surface sample",2
-156.89188000000001,58.837554999999995,2171,geochronologic,13900,Leader Creek [NAK-00008],geochronologic,1
-118.7535,43.09,151,plant macrofossil,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.804355,43.10736,151,plant macrofossil,13907,"Nolf Crater, Diamond Craters","vertebrate fauna,
 plant macrofossil,
 geochronologic,
 pollen",4
-118.9265,42.558499999999995,151,vertebrate fauna,10332,Catlow Rim,"vertebrate fauna,
 geochronologic,
 pollen,
 plant macrofossil",4
-97.363415,31.89774,644,ostracode surface sample,13728,Lake Whitney Inlet,"ostracode surface sample,
 water chemistry",2
-119.363925,38.149125,644,water chemistry,13741,Lower Twin Lake,"water chemistry,
 ostracode surface sample",2
-90.268005,40.069509999999994,1448,water chemistry,13774,Point Lake,"ostracode surface sample,
 water chemistry",2
-115.495435,36.11118,644,ostracode surface sample,13806,Willow Spring,"water chemistry,
 ostracode surface sample",2
-121.88876,47.637055000000004,644,water chemistry,13809,Langlois Lake,"ostracode surface sample,
 water chemistry",2
-153.996735,57.54282499999999,4640,geochronologic,13813,Larsen Bay [KAR-00029],geochronologic,1
-102.80127999999999,37.020880000000005,644,ostracode surface sample,13827,Spring PL3 SE,"water chemistry,
 ostracode surface sample",2
174.09589499999998,52.739745,6557,geochronologic,13834,ATU-00022 [Shemya Island 3],geochronologic,1
-120.746955,42.825315,644,ostracode surface sample,13860,Summer Lake,"ostracode surface sample,
 water chemistry",2
-118.7535,43.09,151,pollen,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.7535,43.09,151,geochronologic,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-117.1655,39.25318,8873,pollen,13922,Kingston Meadow,"geochronologic,
 pollen",2
-76.1166666666667,44.7833333333333,9099,diatom,13926,Otter Lake,"diatom,
 water chemistry",2
-78.9333333333333,45.1833333333333,314,diatom,13934,Blue Chalk Lake,"water chemistry,
 diatom",2
-104.991666666667,30.6166666666667,663,vertebrate fauna,13958,"Bennett Ranch, Presidio Co., TX","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-105.908333333333,32.7916666666667,663,plant macrofossil,13974,San Andres Canyon,"geochronologic,
 plant macrofossil",2
-107.938530555556,36.0615888888889,411,plant macrofossil,13983,"Indian Ruins,  NM","vertebrate fauna,
 geochronologic,
 plant macrofossil",3
-112.79878777777799,31.99493833333335,411,vertebrate fauna,13985,"Twin Peaks, AZ",vertebrate fauna,1
-72.76660000000001,6.222105,9135,geochronologic,13989,Laguna de los Bobos,"geochronologic,
 pollen",2
-111.18020666666649,32.297520000000006,663,plant macrofossil,13998,"Tucson Mountains, Pima Co., AZ","geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-98.29587000000001,44.669124999999994,5125,pollen surface sample,14005,Dudley,pollen surface sample,1
-78.17,45.06,314,diatom,14017,McKay Lake,"diatom,
 water chemistry",2
4.948056,51.171389,1293,pollen,3291,Moerbeke,pollen,1
21,68.916667,697,pollen,3302,Mukkavaara,pollen,1
41.206944,43.708333,558,pollen,3379,Ribnoe,pollen,1
-6.883333,58.133333,14,pollen,3382,Little Loch Roag,"loss-on-ignition,
 pollen",2
18.916667,52.133333,992,pollen,3384,Rosle Nowe,pollen,1
16.15,57.2,1265,pollen,3419,Skvarran,pollen,1
29.883333,37.05,733,pollen,3429,Sögüt Gölü,pollen,1
8.633333,56.133333,1181,pollen,3432,Lake Solso,pollen,1
29.516944,60.502222,1261,pollen,3494,Vishnevskoe Lake,pollen,1
-106.851665,44.109565,6413,water chemistry,10230,Elsom Ranch Spring,"ostracode surface sample,
 water chemistry",2
-116.583,32.967,5118,geochronologic,10243,Hual Cu Cuish Meadow,"geochronologic,
 pollen",2
-106.6,32.1833333333333,235,geochronologic,4834,Shelter Cave,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
134.133333333333,35.35,3407,pollen,10297,Hosoike Moor,"geochronologic,
 pollen,
 loss-on-ignition,
 energy dispersive X-ray spectroscopy (EDS/EDX)",4
-80.87,25.695,6936,geochronologic,10305,Big Cypress (core 03-9-16-6),geochronologic,1
141.60376000000002,43.698215,7180,pollen,10336,Uryu-Numa Moor,pollen,1
-92.023315,31.11618,644,ostracode surface sample,10379,Grand Lac,"water chemistry,
 ostracode surface sample",2
-119.110995,37.837450000000004,644,ostracode surface sample,10380,Grant Lake Reservoir,"ostracode surface sample,
 water chemistry",2
-119.78,36.052,130,geochronologic,10410,Tulare Lake,"pollen,
 geochronologic",2
-92.03985,46.11935,6389,pollen,10412,Warner Lake,"geochronologic,
 pollen,
 plant macrofossil",3
-89.28155000000001,46.234350000000006,7233,pollen,10430,Jay Lake,"geochronologic,
 pollen,
 plant macrofossil",3
-89.2553,46.140435,7233,geochronologic,10431,Lake O' Pines,"pollen,
 plant macrofossil,
 geochronologic",3
-66.128203,45.223862,342,geochronologic,10444,Sand Cove Road,"insect,
 geochronologic",2
-111.517775,34.778864999999996,6691,geochronologic,10449,Stoneman Lake,"pollen,
 geochronologic",2
-159.357975,59.56781,305,pollen,10455,Ongivinuk Lake,"pollen,
 geochronologic",2
-95.2339,47.19285,3017,plant macrofossil,10457,Itasca Bison Kill Site,"plant macrofossil,
 pollen,
 geochronologic",3
-176.56412999999998,51.943425000000005,2228,geochronologic,10468,"ADK-0171, [Tutiakoff Site]","macroinvertebrate,
 vertebrate fauna,
 geochronologic",3
-123.03548,39.489633333333344,252,pollen,10482,Tule Lake,"geochronologic,
 pollen",2
-101.455338,47.29639,5202,geochronologic,10511,Stanton Site,"insect,
 geochronologic",2
-9.450815,54.19835,6608,pollen,10523,Croaghaun East,"geochronologic,
 pollen",2
147.70406,-41.27155,1164,pollen,10526,Ringarooma River,"geochronologic,
 pollen",2
-77.34,46.03,100,pollen,1823,Perch Lake,"pollen,
 geochronologic",2
-90.10374999999999,38.6867,6530,geochronologic,8585,Horseshoe Lake,"pollen,
 geochronologic,
 plant macrofossil",3
-78.22479722222221,44.55680555555555,69,pollen,11557,Lovesick Lake,pollen,1
-151.362935,60.223929999999996,117,pollen,11588,Clam Gulch,"pollen,
 geochronologic",2
-149.2518,63.888645,117,pollen,11589,Eightmile Lake,"geochronologic,
 pollen",2
-79.233315,-2.7705599999999997,46,pollen,11592,Laguna Pallcacocha,"pollen,
 charcoal",2
-86.48299,46.144684999999996,6380,geochronologic,11610,Lorraine Lake,"pollen,
 geochronologic",2
-94.466885,43.6396,123,water chemistry,11623,Budd Lake,"water chemistry,
 diatom surface sample",2
-92.78693166666665,46.403365,123,water chemistry,11638,Lords Lake,"diatom surface sample,
 water chemistry",2
-93.306495,44.95713,123,diatom surface sample,11668,Lake of Isles,"diatom surface sample,
 water chemistry",2
-94.35,49.67,314,diatom,13886,"Lake of the Woods, Bigstone Bay",diatom,1
-118.7535,43.09,151,geochronologic,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.9265,42.558499999999995,151,pollen,10332,Catlow Rim,"vertebrate fauna,
 geochronologic,
 pollen,
 plant macrofossil",4
-118.9265,42.558499999999995,151,pollen,10332,Catlow Rim,"vertebrate fauna,
 geochronologic,
 pollen,
 plant macrofossil",4
-115.77398,39.672830000000005,8873,charcoal,13920,Newark Valley Pond,"pollen,
 charcoal,
 geochronologic,
 loss-on-ignition",4
-104.991666666667,30.6166666666667,663,vertebrate fauna,13958,"Bennett Ranch, Presidio Co., TX","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-105.394444444444,31.1277777777778,663,vertebrate fauna,13979,Quitman Mountains,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-91.47781,45.450230000000005,9066,diatom,13996,North Lake,"diatom,
 water chemistry",2
-111.18020666666649,32.297520000000006,663,plant macrofossil,13998,"Tucson Mountains, Pima Co., AZ","geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-89.18066,42.782095,5125,pollen surface sample,14012,Gibbs Lake,pollen surface sample,1
-78.82216,45.179689999999994,314,diatom,14022,Plastic Lake,"diatom,
 water chemistry",2
-78.54203,45.184995,314,water chemistry,14025,Redstone Lake,"water chemistry,
 diatom",2
-72.390575,6.478435,9135,geochronologic,14029,Laguna Ciega,"geochronologic,
 pollen",2
-117.16168,52.214259999999996,316,pollen,14049,Sunwapta Pass Bog 2,pollen,1
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-120.06134499999999,34.27818,6672,geochronologic,14071,ODP Hole 893A,geochronologic,1
-81.39735999999999,46.026885,314,water chemistry,14096,George Lake,"water chemistry,
 diatom",2
-80.86487,46.70767,314,water chemistry,14117,Ella Lake,"water chemistry,
 diatom",2
-93.83575944500001,49.64429,608,diatom,14172,ELA 129 (Enache et al 2011),"diatom,
 water chemistry",2
-93.85132999999999,49.650904999999995,608,diatom,14174,ELA 132 (Enache et al 2011),"water chemistry,
 diatom",2
-93.799295,49.743534999999994,608,diatom,14182,ELA 373 (Enache et al 2011),"diatom,
 water chemistry",2
-116.37,36.42,6455,ostracode surface sample,14215,Unnamed Spring,"water chemistry,
 ostracode surface sample",2
-69.382748,76.442882,6904,insect,14245,Narssarssuk,insect,1
-93.197222,45.411111,48,pollen surface sample,344,Cedar Bog,pollen surface sample,1
142,48.85,827,pollen,1779,Orokess River Mouth Exposure 4036,pollen,1
-65.95,49,85,pollen surface sample,1843,Mont Jacques-Cartier,pollen surface sample,1
-70.976389,47.597222,85,pollen surface sample,1636,Tourbière du lac Malbaie,pollen surface sample,1
-95.575,46.922222,69,pollen,1991,Rice Lake,pollen,1
-116.83,46.8,21,pollen surface sample,2154,"Site 9 (Mack, Bryant, and Pell 1978)",pollen surface sample,1
-149.25,67.716667,92,pollen surface sample,2343,HR 051,pollen surface sample,1
-149.833333,67.8,92,pollen surface sample,2345,HR 053,pollen surface sample,1
-149.833333,67.8,92,pollen surface sample,2345,HR 053,pollen surface sample,1
-149.866667,68.966667,92,pollen surface sample,2371,HR 086,pollen surface sample,1
-68.42,58.08,92,pollen surface sample,2388,Site 3 (Short unpublished),pollen surface sample,1
